Date,Open,High,Low,Close,Adj Close,Volume
2023-01-06,449.029999,449.549988,449.029999,449.029999,449.029999,0
2023-01-09,449.549988,449.579987,449.549988,449.549988,449.549988,0
2023-01-10,449.549988,449.579987,449.549988,449.549988,449.549988,0
2023-01-11,449.579987,451.100006,449.579987,449.579987,449.579987,0
2023-01-12,451.100006,451.630005,451.100006,451.100006,451.100006,0
2023-01-13,451.630005,452.089996,451.630005,451.630005,451.630005,0
2023-01-16,452.089996,460.000000,452.089996,452.089996,452.089996,0
2023-01-17,452.119995,453.079987,452.119995,452.119995,452.119995,0
2023-01-18,453.079987,460.000000,453.079987,453.079987,453.079987,0
2023-01-19,453.079987,460.000000,453.079987,453.079987,453.079987,0
2023-01-20,453.079987,454.559998,453.079987,460.000000,460.000000,0
2023-01-23,454.559998,460.000000,454.559998,454.559998,454.559998,0
2023-01-24,454.559998,454.570007,454.559998,454.559998,454.559998,0
2023-01-25,459.309998,459.470001,459.299988,454.570007,454.570007,0
2023-01-26,459.470001,459.779999,459.470001,459.470001,459.470001,0
2023-01-27,459.779999,459.799988,459.779999,459.779999,459.779999,0
2023-01-30,459.779999,460.000000,459.779999,459.779999,459.779999,0
2023-01-31,459.910004,460.019989,459.910004,459.910004,459.910004,0
2023-02-01,460.019989,460.049988,460.000000,460.019989,460.019989,0
2023-02-02,460.019989,460.040009,460.019989,460.019989,460.019989,0
2023-02-03,460.040009,460.040009,460.029999,460.040009,460.040009,0
2023-02-06,460.040009,460.049988,459.200012,460.040009,460.040009,0
2023-02-07,459.200012,459.920013,459.200012,459.200012,459.200012,0
2023-02-08,459.920013,459.950012,459.920013,459.920013,459.920013,0
2023-02-09,459.920013,459.970001,459.899994,459.920013,459.920013,0
2023-02-10,459.970001,459.970001,458.989990,459.970001,459.970001,0
2023-02-13,458.989990,460.019989,458.989990,458.989990,458.989990,0
2023-02-14,460.019989,460.059998,460.019989,460.019989,460.019989,0
2023-02-15,460.059998,460.100006,460.000000,460.059998,460.059998,0
2023-02-16,460.059998,460.059998,460.000000,460.000000,460.000000,0
2023-02-17,460.049988,460.059998,460.000000,460.049988,460.049988,0
2023-02-20,460.040009,460.049988,460.000000,460.040009,460.040009,0
2023-02-21,460.049988,460.049988,459.970001,460.049988,460.049988,0
2023-02-22,459.970001,459.970001,459.950012,456.000000,456.000000,0
2023-02-23,459.970001,459.970001,459.940002,459.970001,459.970001,0
2023-02-24,459.940002,459.940002,459.929993,459.940002,459.940002,0
2023-02-27,459.940002,459.950012,459.929993,459.940002,459.940002,0
2023-02-28,459.950012,459.970001,459.940002,458.000000,458.000000,0
2023-03-01,459.970001,459.970001,459.959991,459.970001,459.970001,0
2023-03-02,459.970001,459.970001,456.000000,456.000000,456.000000,0
2023-03-03,459.970001,459.980011,458.000000,458.000000,458.000000,0
2023-03-06,459.959991,459.959991,459.950012,459.959991,459.959991,0
2023-03-07,459.959991,459.970001,457.000000,459.959991,459.959991,0
2023-03-08,459.959991,459.989990,455.000000,455.000000,455.000000,0
2023-03-09,459.989990,460.019989,456.000000,456.000000,456.000000,0
2023-03-10,460.019989,460.049988,458.000000,458.000000,458.000000,0
2023-03-13,460.019989,460.029999,456.000000,460.019989,460.019989,0
2023-03-14,460.019989,460.029999,460.019989,455.000000,455.000000,0
2023-03-15,460.029999,460.040009,460.029999,460.029999,460.029999,0
2023-03-16,460.040009,460.049988,457.000000,457.000000,457.000000,0
2023-03-17,459.940002,459.950012,459.940002,457.000000,457.000000,0
2023-03-20,459.940002,460.000000,459.890015,459.940002,459.940002,0
2023-03-21,459.890015,459.920013,459.890015,459.890015,459.890015,0
2023-03-22,459.920013,459.950012,459.920013,459.920013,459.920013,0
2023-03-23,459.950012,459.980011,459.950012,459.950012,459.950012,0
2023-03-24,459.980011,459.980011,459.970001,459.980011,459.980011,0
2023-03-27,459.980011,461.000000,459.899994,459.980011,459.980011,0
2023-03-28,459.899994,462.000000,459.850006,461.000000,461.000000,0
2023-03-29,459.850006,459.899994,456.000000,462.000000,462.000000,0
2023-03-30,459.820007,459.850006,456.000000,456.000000,456.000000,0
2023-03-31,459.850006,460.000000,459.839996,459.000000,459.000000,0
2023-04-03,459.839996,461.000000,459.820007,459.839996,459.839996,0
2023-04-04,459.829987,462.000000,459.820007,459.829987,459.829987,0
2023-04-05,459.829987,461.000000,459.820007,462.000000,462.000000,0
2023-04-06,459.859985,459.859985,459.829987,461.000000,461.000000,0
2023-04-07,459.829987,462.000000,459.829987,459.829987,459.829987,0
2023-04-10,459.829987,459.829987,459.820007,459.829987,459.829987,0
2023-04-11,459.829987,463.000000,459.829987,459.829987,459.829987,0
2023-04-12,459.829987,462.000000,459.829987,463.000000,463.000000,0
2023-04-13,459.829987,459.829987,459.829987,462.000000,462.000000,0
2023-04-14,459.929993,461.000000,459.920013,463.000000,463.000000,0
2023-04-17,459.929993,462.000000,459.920013,459.929993,459.929993,0
2023-04-18,459.920013,459.920013,459.910004,459.920013,459.920013,0
2023-04-19,459.910004,460.029999,459.820007,463.000000,463.000000,0
2023-04-20,460.029999,460.029999,460.019989,460.029999,460.029999,0
2023-04-21,460.029999,460.040009,460.029999,461.000000,461.000000,0
2023-04-24,460.029999,462.000000,459.470001,460.029999,460.029999,0
2023-04-25,460.029999,460.029999,460.019989,460.029999,460.029999,0
2023-04-26,460.029999,462.000000,459.970001,461.000000,461.000000,0
2023-04-27,459.970001,460.000000,459.950012,461.000000,461.000000,0
2023-04-28,459.970001,460.000000,459.950012,460.000000,460.000000,0
2023-05-01,459.970001,459.980011,459.869995,459.970001,459.970001,0
2023-05-02,459.869995,460.000000,459.809998,460.000000,460.000000,0
2023-05-03,459.809998,461.000000,459.799988,461.000000,461.000000,0
2023-05-04,459.850006,460.000000,459.820007,459.850006,459.850006,0
2023-05-05,459.839996,460.000000,459.829987,460.000000,460.000000,0
2023-05-08,459.869995,461.000000,459.000000,459.869995,459.869995,0
2023-05-09,460.000000,460.019989,459.940002,459.000000,459.000000,0
2023-05-10,459.940002,460.059998,459.929993,461.000000,461.000000,0
2023-05-11,460.059998,462.000000,460.000000,461.000000,461.000000,0
2023-05-12,460.070007,461.000000,460.029999,461.000000,461.000000,0
2023-05-15,460.029999,462.000000,460.019989,460.029999,460.029999,0
2023-05-16,460.029999,460.070007,460.000000,460.000000,460.000000,0
2023-05-17,460.070007,460.200012,460.000000,459.000000,459.000000,0
2023-05-18,460.200012,460.359985,459.000000,459.000000,459.000000,0
2023-05-19,460.359985,463.000000,460.000000,460.000000,460.000000,0
2023-05-22,460.339996,463.000000,459.000000,460.339996,460.339996,0
2023-05-23,460.309998,460.309998,460.279999,460.000000,460.000000,0
2023-05-24,460.279999,465.000000,460.279999,459.000000,459.000000,0
2023-05-25,460.279999,464.000000,460.250000,460.000000,460.000000,0
2023-05-26,460.309998,460.309998,459.000000,460.000000,460.000000,0
2023-05-29,460.250000,460.250000,460.250000,460.250000,460.250000,0
2023-05-30,460.220001,464.000000,460.209991,460.220001,460.220001,0
2023-05-31,460.450012,460.600006,460.450012,460.000000,460.000000,0
2023-06-01,460.600006,465.000000,460.600006,459.000000,459.000000,0
2023-06-02,460.760010,460.920013,460.750000,460.760010,460.760010,0
2023-06-05,460.920013,464.000000,460.000000,460.920013,460.920013,0
2023-06-06,461.049988,465.500000,461.049988,460.000000,460.000000,0
2023-06-07,461.179993,474.000000,460.000000,460.000000,460.000000,0
2023-06-08,461.179993,465.510010,461.179993,460.000000,460.000000,0
2023-06-09,461.670013,465.500000,461.670013,461.670013,461.670013,0
2023-06-12,461.899994,461.950012,461.000000,461.899994,461.899994,0
2023-06-13,461.899994,474.000000,461.880005,461.000000,461.000000,0
2023-06-14,462.380005,465.000000,462.380005,461.000000,461.000000,0
2023-06-15,462.380005,650.000000,462.380005,462.380005,462.380005,0
2023-06-16,620.000000,657.000000,600.000000,608.000000,608.000000,0
2023-06-19,656.169983,656.460022,649.900024,656.000000,656.000000,0
2023-06-20,680.500000,690.000000,680.500000,686.960022,686.960022,0
2023-06-21,689.500000,753.000000,689.500000,753.000000,753.000000,0
2023-06-22,782.750000,819.500000,782.750000,817.000000,817.000000,0
2023-06-23,816.000000,819.500000,816.000000,816.000000,816.000000,0
2023-06-26,761.000000,770.000000,753.559998,761.000000,761.000000,0
2023-06-27,743.250000,765.000000,743.250000,810.000000,810.000000,0
2023-06-28,764.049988,764.590027,763.909973,764.049988,764.049988,0
2023-06-29,753.950012,754.000000,753.500000,753.950012,753.950012,0
2023-06-30,753.940002,775.000000,753.940002,752.000000,752.000000,0
2023-07-03,759.770020,775.000000,755.219971,759.770020,759.770020,0
2023-07-04,770.000000,775.000000,765.169983,770.000000,770.000000,0
2023-07-05,770.880005,775.000000,770.880005,770.880005,770.880005,0
2023-07-06,773.000000,777.080017,769.059998,773.000000,773.000000,0
2023-07-07,774.000000,775.010010,768.000000,774.000000,774.000000,0
2023-07-10,762.059998,780.000000,762.059998,762.059998,762.059998,0
2023-07-11,787.150024,790.289978,782.390015,787.150024,787.150024,0
2023-07-12,780.000000,780.000000,775.000000,780.000000,780.000000,0
2023-07-13,776.000000,799.000000,776.000000,776.000000,776.000000,0
2023-07-14,777.000000,777.000000,776.000000,777.000000,777.000000,0
2023-07-17,776.000000,776.679993,775.000000,776.000000,776.000000,0
2023-07-18,777.000000,777.000000,772.809998,777.000000,777.000000,0
2023-07-19,789.000000,799.159973,786.659973,789.000000,789.000000,0
2023-07-20,782.309998,790.510010,775.000000,791.010010,791.010010,0
2023-07-21,790.510010,792.200012,775.000000,790.510010,790.510010,0
2023-07-24,791.960022,795.510010,780.000000,791.510010,791.510010,0
2023-07-25,792.820007,793.719971,780.000000,792.820007,792.820007,0
2023-07-26,792.820007,793.229980,784.340027,792.820007,792.820007,0
2023-07-27,788.000000,792.479980,764.000000,788.000000,788.000000,0
2023-07-28,775.000000,775.280029,773.940002,775.000000,775.000000,0
2023-07-31,771.940002,792.000000,763.450012,771.940002,771.940002,0
2023-08-01,759.900024,771.049988,757.500000,759.900024,759.900024,0
2023-08-02,758.020020,759.109985,755.549988,758.020020,758.020020,0
2023-08-03,775.859985,779.190002,764.250000,775.859985,775.859985,0
2023-08-04,777.500000,777.500000,766.950012,777.500000,777.500000,0
2023-08-07,765.090027,786.609985,765.090027,765.090027,765.090027,0
2023-08-08,750.619995,785.650024,750.469971,750.619995,750.619995,0
2023-08-09,762.440002,768.770020,762.440002,750.469971,750.469971,0
2023-08-10,768.770020,768.770020,762.609985,768.770020,768.770020,0
2023-08-11,768.739990,771.520020,768.700012,768.739990,768.739990,0
2023-08-14,771.669983,772.750000,765.900024,771.669983,771.669983,0
2023-08-15,765.900024,765.900024,760.000000,765.900024,765.900024,0
2023-08-16,760.000000,772.760010,760.000000,760.000000,760.000000,0
2023-08-17,785.390015,785.390015,761.000000,785.390015,785.390015,0
2023-08-18,767.469971,769.000000,767.000000,767.469971,767.469971,0
2023-08-21,745.929993,769.000000,744.640015,745.929993,745.929993,0
2023-08-22,764.500000,766.750000,759.979980,764.500000,764.500000,0
2023-08-23,761.789978,762.750000,756.270020,761.789978,761.789978,0
2023-08-24,760.000000,773.000000,755.210022,760.000000,760.000000,0
2023-08-25,755.210022,774.000000,755.210022,755.210022,755.210022,0
2023-08-28,772.530029,774.219971,770.989990,770.840027,770.840027,0
2023-08-29,773.900024,773.900024,759.869995,773.900024,773.900024,0
2023-08-30,771.969971,778.250000,740.000000,771.969971,771.969971,0
2023-08-31,773.000000,774.039978,769.010010,773.000000,773.000000,0
2023-09-01,773.000000,776.500000,756.500000,773.000000,773.000000,0
2023-09-04,756.520020,756.520020,756.380005,756.520020,756.520020,0
2023-09-05,756.989990,760.960022,744.000000,756.989990,756.989990,0
2023-09-06,760.500000,760.500000,753.859985,760.500000,760.500000,0
2023-09-07,753.859985,753.859985,753.000000,753.859985,753.859985,0
2023-09-08,785.000000,789.000000,784.000000,785.000000,785.000000,0
2023-09-11,789.000000,789.000000,737.530029,789.000000,789.000000,0
2023-09-12,777.000000,777.000000,737.700012,779.046021,779.046021,0
2023-09-13,770.330017,770.330017,744.000000,754.500000,754.500000,0
2023-09-14,746.179993,784.000000,743.780029,783.000000,783.000000,0
2023-09-15,768.190002,789.000000,768.190002,784.000000,784.000000,0
2023-09-18,767.739990,789.000000,767.739990,767.739990,767.739990,0
2023-09-19,759.929993,789.000000,759.929993,759.929993,759.929993,0
2023-09-20,776.000000,780.000000,770.270020,776.000000,776.000000,0
2023-09-21,770.270020,780.590027,767.429993,770.270020,770.270020,0
2023-09-22,767.429993,770.000000,767.270020,767.429993,767.429993,0
2023-09-25,767.429993,784.000000,766.010010,767.429993,767.429993,0
2023-09-26,779.049988,783.890015,779.039978,779.049988,779.049988,0
2023-09-27,779.049988,781.700012,777.000000,779.049988,779.049988,0
2023-09-28,781.000000,798.150024,777.599976,781.000000,781.000000,0
2023-09-29,777.599976,781.000000,777.599976,777.599976,777.599976,0
2023-10-02,769.049988,770.000000,765.000000,769.049988,769.049988,0
2023-10-03,766.469971,798.289978,766.469971,766.469971,766.469971,0
2023-10-04,765.500000,765.729980,746.599976,765.500000,765.500000,0
2023-10-05,746.609985,764.809998,746.609985,746.609985,746.609985,0
2023-10-06,761.539978,761.539978,744.549988,761.539978,761.539978,0
2023-10-09,771.539978,771.539978,758.710022,771.539978,771.539978,0
2023-10-10,758.710022,775.000000,758.710022,758.710022,758.710022,0
2023-10-11,763.030029,775.000000,763.030029,763.030029,763.030029,0
2023-10-12,766.210022,768.099976,763.820007,766.609009,766.609009,0
2023-10-13,768.099976,775.010010,765.229980,768.099976,768.099976,0
2023-10-16,769.510010,775.250000,764.929993,769.510010,769.510010,0
2023-10-17,765.000000,766.000000,763.989990,765.000000,765.000000,0
2023-10-18,764.239990,774.440002,764.140015,763.000000,763.000000,0
2023-10-19,774.440002,774.440002,765.500000,765.500000,765.500000,0
2023-10-20,763.500000,765.349976,763.500000,749.000000,749.000000,0
2023-10-23,764.546997,883.000000,764.508972,859.229980,859.229980,0
2023-10-24,764.646973,768.219971,764.409973,764.580017,764.580017,0
2023-10-25,764.482971,794.929993,764.429993,860.000000,860.000000,0
2023-10-26,817.409973,817.409973,787.989990,817.409973,817.409973,0
2023-10-27,802.200012,802.200012,789.000000,802.200012,802.200012,0
2023-10-30,787.250000,789.450012,785.979980,794.500000,794.500000,0
2023-10-31,785.979980,788.190002,785.849976,785.979980,785.979980,0
2023-11-01,786.500000,789.000000,785.580017,786.500000,786.500000,0
2023-11-02,787.000000,815.010010,787.000000,815.010010,815.010010,0
